year,date,event,type,control_policy
2027,"January 12, 2027, Tuesday",National Youth Day,Modern,NORMAL
2027,"January 12, 2027, Tuesday",Swami Vivekananda Jayanti,Govt,NORMAL
2027,"January 14, 2027, Thursday",Lohri,Sikh,NORMAL
2027,"January 15, 2027, Friday",Pongal,Hindu,NORMAL
2027,"January 15, 2027, Friday",Makara Sankranti,Hindu,NORMAL
2027,"January 15, 2027, Friday",Guru Gobind Singh Jayanti,Hindu,NORMAL
2027,"January 19, 2027, Tuesday",Tailang Swami Jayanti,Hindu,NORMAL
2027,"January 23, 2027, Saturday",Subhas Chandra Bose Jayanti,Govt,NORMAL
2027,"January 26, 2027, Tuesday",Republic Day,Govt,NORMAL
2027,"January 28, 2027, Thursday",Vivekananda Jayanti *Samvat,Hindu,NORMAL
2027,"January 30, 2027, Saturday",Gandhi Punyatithi,Govt,NORMAL
2027,"February 4, 2027, Thursday",World Cancer Day,Modern,NORMAL
2027,"February 11, 2027, Thursday",Vasant Panchami,Hindu,NORMAL
2027,"February 14, 2027, Sunday",Valentine's Day,Modern,NORMAL
2027,"February 19, 2027, Friday",Chhatrapati Shivaji Maharaj Jayanti,Govt,NORMAL
2027,"February 20, 2027, Saturday",Guru Ravidas Jayanti,Hindu,NORMAL
2027,"March 2, 2027, Tuesday",Maharishi Dayanand Saraswati Jayanti,Hindu,NORMAL
2027,"March 5, 2027, Friday",Jamat Ul-Vida,Islamic,NORMAL
2027,"March 6, 2027, Saturday",Maha Shivaratri,Hindu,NORMAL
2027,"March 8, 2027, Monday",International Women's Day,Modern,NORMAL
2027,"March 10, 2027, Wednesday",Ramadan,Islamic,NORMAL
2027,"March 10, 2027, Wednesday",Ramakrishna Jayanti,Hindu,NORMAL
2027,"March 10, 2027, Wednesday",Eid al-Fitr,Islamic,NORMAL
2027,"March 21, 2027, Sunday",Vernal Equinox,Hindu,NORMAL
2027,"March 21, 2027, Sunday",Parsi New Year,Hindu,NORMAL
2027,"March 21, 2027, Sunday",Chhoti Holi,Hindu,NORMAL
2027,"March 21, 2027, Sunday",Holika Dahan,Hindu,NORMAL
2027,"March 22, 2027, Monday",Chaitanya Mahaprabhu Jayanti,Hindu,NORMAL
2027,"March 22, 2027, Monday",Holi,Hindu,NORMAL
2027,"March 23, 2027, Tuesday",Shaheed Diwas,Govt,NORMAL
2027,"March 25, 2027, Thursday",Chhatrapati Shivaji Maharaj Jayanti,Hindu,NORMAL
2027,"March 26, 2027, Friday",Good Friday,Christian,NORMAL
2027,"March 27, 2027, Saturday",Rang Panchami,Hindu,RANG_PANCHAMI
2027,"March 28, 2027, Sunday",Easter,Christian,NORMAL
2027,"April 1, 2027, Thursday",Bank's Holiday,Govt,NORMAL
2027,"April 7, 2027, Wednesday",Ugadi,Hindu,NORMAL
2027,"April 7, 2027, Wednesday",Gudi Padwa,Hindu,NORMAL
2027,"April 8, 2027, Thursday",Jhulelal Jayanti,Hindu,NORMAL
2027,"April 14, 2027, Wednesday",Baisakhi,Sikh,NORMAL
2027,"April 14, 2027, Wednesday",Ambedkar Jayanti,Govt,NORMAL
2027,"April 14, 2027, Wednesday",Solar New Year,Hindu,NORMAL
2027,"April 15, 2027, Thursday",Rama Navami,Hindu,NORMAL
2027,"April 19, 2027, Monday",Mahavir Swami Jayanti,Hindu,NORMAL
2027,"April 22, 2027, Thursday",Earth Day,Modern,NORMAL
2027,"May 1, 2027, Saturday",International Workers' Day,Modern,NORMAL
2027,"May 2, 2027, Sunday",Vallabhacharya Jayanti,Hindu,NORMAL
2027,"May 2, 2027, Sunday",World Laughter Day,Modern,NORMAL
2027,"May 7, 2027, Friday",Rabindranath Tagore Jayanti,Govt,NORMAL
2027,"May 9, 2027, Sunday",Mother's Day,Modern,NORMAL
2027,"May 10, 2027, Monday",Surdas Jayanti,Hindu,NORMAL
2027,"May 10, 2027, Monday",Shankaracharya Jayanti,Hindu,NORMAL
2027,"May 17, 2027, Monday",Eid al-Adha,Islamic,NORMAL
2027,"May 17, 2027, Monday",Bakrid,Islamic,NORMAL
2027,"May 20, 2027, Thursday",Buddha Purnima,Hindu,NORMAL
2027,"May 31, 2027, Monday",World No Tobacco Day,Modern,NORMAL
2027,"June 5, 2027, Saturday",World Environment Day,Modern,NORMAL
2027,"June 6, 2027, Sunday",Al-Hijra,Islamic,NORMAL
2027,"June 6, 2027, Sunday",Islamic New Year,Islamic,NORMAL
2027,"June 7, 2027, Monday",Maharana Pratap Jayanti,Hindu,NORMAL
2027,"June 15, 2027, Tuesday",Muharram,Islamic,NORMAL
2027,"June 15, 2027, Tuesday",Day of Ashura,Islamic,NORMAL
2027,"June 18, 2027, Friday",Kabirdas Jayanti,Hindu,NORMAL
2027,"June 20, 2027, Sunday",Father's Day,Modern,NORMAL
2027,"June 21, 2027, Monday",International Yoga Day,Modern,NORMAL
2027,"June 21, 2027, Monday",Longest Day of Year,Hindu,NORMAL
2027,"July 5, 2027, Monday",Jagannath Rathyatra,Hindu,NORMAL
2027,"July 18, 2027, Sunday",Guru Purnima,Hindu,NORMAL
2027,"August 1, 2027, Sunday",Friendship Day,Modern,NORMAL
2027,"August 8, 2027, Sunday",Tulsidas Jayanti,Hindu,NORMAL
2027,"August 15, 2027, Sunday",Independence Day,Govt,NORMAL
2027,"August 15, 2027, Sunday",Milad un-Nabi,Islamic,NORMAL
2027,"August 15, 2027, Sunday",Eid-e-Milad,Islamic,NORMAL
2027,"August 17, 2027, Tuesday",Raksha Bandhan,Hindu,NORMAL
2027,"August 17, 2027, Tuesday",Rakhi,Hindu,NORMAL
2027,"August 25, 2027, Wednesday",Krishna Janmashtami,Hindu,NORMAL
2027,"September 4, 2027, Saturday",Ganesh Chaturthi,Hindu,NORMAL
2027,"September 5, 2027, Sunday",Teachers' Day,Modern,NORMAL
2027,"September 12, 2027, Sunday",Onam,Hindu,NORMAL
2027,"September 14, 2027, Tuesday",Hindi Diwas,Modern,NORMAL
2027,"September 15, 2027, Wednesday",Engineer's Day,Modern,NORMAL
2027,"September 15, 2027, Wednesday",Visvesvaraya Jayanti,Govt,NORMAL
2027,"September 23, 2027, Thursday",Autumnal Equinox,Hindu,NORMAL
2027,"September 30, 2027, Thursday",Maharaja Agrasen Jayanti,Hindu,NORMAL
2027,"October 2, 2027, Saturday",Gandhi Jayanti,Govt,NORMAL
2027,"October 7, 2027, Thursday",Durga Ashtami,Hindu,NORMAL
2027,"October 8, 2027, Friday",Maha Navami,Hindu,NORMAL
2027,"October 9, 2027, Saturday",Dussehra,Hindu,NORMAL
2027,"October 10, 2027, Sunday",Madhvacharya Jayanti,Hindu,NORMAL
2027,"October 15, 2027, Friday",Meerabai Jayanti,Hindu,NORMAL
2027,"October 15, 2027, Friday",Valmiki Jayanti,Hindu,NORMAL
2027,"October 18, 2027, Monday",Karwa Chauth,Hindu,NORMAL
2027,"October 28, 2027, Thursday",Narak Chaturdashi,Hindu,NORMAL
2027,"October 29, 2027, Friday",Diwali,Hindu,NORMAL
2027,"October 29, 2027, Friday",Lakshmi Puja,Hindu,NORMAL
2027,"October 30, 2027, Saturday",Govardhan Puja,Hindu,NORMAL
2027,"October 31, 2027, Sunday",Bhaiya Dooj,Hindu,NORMAL
2027,"November 4, 2027, Thursday",Chhath Puja,Hindu,NORMAL
2027,"November 14, 2027, Sunday",Children's Day,Modern,NORMAL
2027,"November 14, 2027, Sunday",Guru Nanak Jayanti,Hindu,NORMAL
2027,"November 14, 2027, Sunday",Nehru Jayanti,Govt,NORMAL
2027,"December 1, 2027, Wednesday",World AIDS Day,Modern,NORMAL
2027,"December 12, 2027, Sunday",Hazarat Ali's Birthday,Islamic,NORMAL
2027,"December 22, 2027, Wednesday",Shortest Day of Year,Hindu,NORMAL
2027,"December 25, 2027, Saturday",Merry Christmas,Christian,NORMAL
2028,"January 1, 2028, Saturday",English New Year,Christian,NORMAL
2028,"January 4, 2028, Tuesday",Guru Gobind Singh Jayanti,Hindu,NORMAL
2028,"January 8, 2028, Saturday",Tailang Swami Jayanti,Hindu,NORMAL
2028,"January 12, 2028, Wednesday",Swami Vivekananda Jayanti,Govt,NORMAL
2028,"January 12, 2028, Wednesday",National Youth Day,Modern,NORMAL
2028,"January 14, 2028, Friday",Lohri,Sikh,NORMAL
2028,"January 15, 2028, Saturday",Makara Sankranti,Hindu,NORMAL
2028,"January 15, 2028, Saturday",Pongal,Hindu,NORMAL
2028,"January 18, 2028, Tuesday",Vivekananda Jayanti *Samvat,Hindu,NORMAL
2028,"January 23, 2028, Sunday",Subhas Chandra Bose Jayanti,Govt,NORMAL
2028,"January 26, 2028, Wednesday",Republic Day,Govt,NORMAL
2028,"January 30, 2028, Sunday",Gandhi Punyatithi,Govt,NORMAL
2028,"January 31, 2028, Monday",Vasant Panchami,Hindu,NORMAL
2028,"February 4, 2028, Friday",World Cancer Day,Modern,NORMAL
2028,"February 10, 2028, Thursday",Guru Ravidas Jayanti,Hindu,NORMAL
2028,"February 14, 2028, Monday",Valentine's Day,Modern,NORMAL
2028,"February 19, 2028, Saturday",Maharishi Dayanand Saraswati Jayanti,Hindu,NORMAL
2028,"February 19, 2028, Saturday",Chhatrapati Shivaji Maharaj Jayanti,Govt,NORMAL
2028,"February 23, 2028, Wednesday",Maha Shivaratri,Hindu,NORMAL
2028,"February 25, 2028, Friday",Jamat Ul-Vida,Islamic,NORMAL
2028,"February 27, 2028, Sunday",Eid al-Fitr,Islamic,NORMAL
2028,"February 27, 2028, Sunday",Ramadan,Islamic,NORMAL
2028,"February 27, 2028, Sunday",Ramakrishna Jayanti,Hindu,NORMAL
2028,"March 8, 2028, Wednesday",International Women's Day,Modern,NORMAL
2028,"March 10, 2028, Friday",Chaitanya Mahaprabhu Jayanti,Hindu,NORMAL
2028,"March 10, 2028, Friday",Chhoti Holi,Hindu,NORMAL
2028,"March 10, 2028, Friday",Holika Dahan,Hindu,NORMAL
2028,"March 11, 2028, Saturday",Holi,Hindu,NORMAL
2028,"March 13, 2028, Monday",Chhatrapati Shivaji Maharaj Jayanti,Hindu,NORMAL
2028,"March 16, 2028, Thursday",Rang Panchami,Hindu,RANG_PANCHAMI
2028,"March 20, 2028, Monday",Parsi New Year,Hindu,NORMAL
2028,"March 20, 2028, Monday",Vernal Equinox,Hindu,NORMAL
2028,"March 23, 2028, Thursday",Shaheed Diwas,Govt,NORMAL
2028,"March 27, 2028, Monday",Ugadi,Hindu,NORMAL
2028,"March 27, 2028, Monday",Gudi Padwa,Hindu,NORMAL
2028,"March 27, 2028, Monday",Jhulelal Jayanti,Hindu,NORMAL
2028,"April 1, 2028, Saturday",Bank's Holiday,Govt,NORMAL
2028,"April 3, 2028, Monday",Rama Navami *Smarta,Hindu,NORMAL
2028,"April 4, 2028, Tuesday",Rama Navami *ISKCON,Hindu,NORMAL
2028,"April 7, 2028, Friday",Mahavir Swami Jayanti,Hindu,NORMAL
2028,"April 13, 2028, Thursday",Solar New Year,Hindu,NORMAL
2028,"April 13, 2028, Thursday",Baisakhi,Sikh,NORMAL
2028,"April 14, 2028, Friday",Ambedkar Jayanti,Govt,NORMAL
2028,"April 14, 2028, Friday",Good Friday,Christian,NORMAL
2028,"April 16, 2028, Sunday",Easter,Christian,NORMAL
2028,"April 20, 2028, Thursday",Vallabhacharya Jayanti,Hindu,NORMAL
2028,"April 22, 2028, Saturday",Earth Day,Modern,NORMAL
2028,"April 29, 2028, Saturday",Surdas Jayanti,Hindu,NORMAL
2028,"April 29, 2028, Saturday",Shankaracharya Jayanti,Hindu,NORMAL
2028,"May 1, 2028, Monday",International Workers' Day,Modern,NORMAL
2028,"May 5, 2028, Friday",Bakrid,Islamic,NORMAL
2028,"May 5, 2028, Friday",Eid al-Adha,Islamic,NORMAL
2028,"May 7, 2028, Sunday",World Laughter Day,Modern,NORMAL
2028,"May 7, 2028, Sunday",Rabindranath Tagore Jayanti,Govt,NORMAL
2028,"May 8, 2028, Monday",Buddha Purnima,Hindu,NORMAL
2028,"May 14, 2028, Sunday",Mother's Day,Modern,NORMAL
2028,"May 25, 2028, Thursday",Islamic New Year,Islamic,NORMAL
2028,"May 25, 2028, Thursday",Al-Hijra,Islamic,NORMAL
2028,"May 27, 2028, Saturday",Maharana Pratap Jayanti,Hindu,NORMAL
2028,"May 31, 2028, Wednesday",World No Tobacco Day,Modern,NORMAL
2028,"June 3, 2028, Saturday",Muharram,Islamic,NORMAL
2028,"June 3, 2028, Saturday",Day of Ashura,Islamic,NORMAL
2028,"June 5, 2028, Monday",World Environment Day,Modern,NORMAL
2028,"June 7, 2028, Wednesday",Kabirdas Jayanti,Hindu,NORMAL
2028,"June 18, 2028, Sunday",Father's Day,Modern,NORMAL
2028,"June 21, 2028, Wednesday",International Yoga Day,Modern,NORMAL
2028,"June 21, 2028, Wednesday",Longest Day of Year,Hindu,NORMAL
2028,"June 24, 2028, Saturday",Jagannath Rathyatra,Hindu,NORMAL
2028,"July 6, 2028, Thursday",Guru Purnima,Hindu,NORMAL
2028,"July 28, 2028, Friday",Tulsidas Jayanti,Hindu,NORMAL
2028,"August 3, 2028, Thursday",Milad un-Nabi,Islamic,NORMAL
2028,"August 3, 2028, Thursday",Eid-e-Milad,Islamic,NORMAL
2028,"August 5, 2028, Saturday",Rakhi,Hindu,NORMAL
2028,"August 5, 2028, Saturday",Raksha Bandhan,Hindu,NORMAL
2028,"August 6, 2028, Sunday",Friendship Day,Modern,NORMAL
2028,"August 13, 2028, Sunday",Krishna Janmashtami,Hindu,NORMAL
2028,"August 15, 2028, Tuesday",Independence Day,Govt,NORMAL
2028,"August 23, 2028, Wednesday",Ganesh Chaturthi,Hindu,NORMAL
2028,"September 1, 2028, Friday",Onam,Hindu,NORMAL
2028,"September 5, 2028, Tuesday",Teachers' Day,Modern,NORMAL
2028,"September 14, 2028, Thursday",Hindi Diwas,Modern,NORMAL
2028,"September 15, 2028, Friday",Visvesvaraya Jayanti,Govt,NORMAL
2028,"September 15, 2028, Friday",Engineer's Day,Modern,NORMAL
2028,"September 19, 2028, Tuesday",Maharaja Agrasen Jayanti,Hindu,NORMAL
2028,"September 22, 2028, Friday",Autumnal Equinox,Hindu,NORMAL
2028,"September 26, 2028, Tuesday",Durga Ashtami,Hindu,NORMAL
2028,"September 26, 2028, Tuesday",Maha Navami,Hindu,NORMAL
2028,"September 27, 2028, Wednesday",Dussehra,Hindu,NORMAL
2028,"September 28, 2028, Thursday",Madhvacharya Jayanti,Hindu,NORMAL
2028,"October 2, 2028, Monday",Gandhi Jayanti,Govt,NORMAL
2028,"October 3, 2028, Tuesday",Valmiki Jayanti,Hindu,NORMAL
2028,"October 3, 2028, Tuesday",Meerabai Jayanti,Hindu,NORMAL
2028,"October 7, 2028, Saturday",Karwa Chauth,Hindu,NORMAL
2028,"October 17, 2028, Tuesday",Narak Chaturdashi,Hindu,NORMAL
2028,"October 17, 2028, Tuesday",Lakshmi Puja,Hindu,NORMAL
2028,"October 17, 2028, Tuesday",Diwali,Hindu,NORMAL
2028,"October 18, 2028, Wednesday",Govardhan Puja,Hindu,NORMAL
2028,"October 19, 2028, Thursday",Bhaiya Dooj,Hindu,NORMAL
2028,"October 23, 2028, Monday",Chhath Puja,Hindu,NORMAL
2028,"November 2, 2028, Thursday",Guru Nanak Jayanti,Hindu,NORMAL
2028,"November 14, 2028, Tuesday",Children's Day,Modern,NORMAL
2028,"November 14, 2028, Tuesday",Nehru Jayanti,Govt,NORMAL
2028,"November 30, 2028, Thursday",Hazarat Ali's Birthday,Islamic,NORMAL
2028,"December 1, 2028, Friday",World AIDS Day,Modern,NORMAL
2028,"December 21, 2028, Thursday",Shortest Day of Year,Hindu,NORMAL
2028,"December 23, 2028, Saturday",Guru Gobind Singh Jayanti,Hindu,NORMAL
2028,"December 25, 2028, Monday",Merry Christmas,Christian,NORMAL
2028,"December 27, 2028, Wednesday",Tailang Swami Jayanti,Hindu,NORMAL
2029,"January 1, 2029, Monday",English New Year,Christian,NORMAL
2029,"January 7, 2029, Sunday",Vivekananda Jayanti *Samvat,Hindu,NORMAL
2029,"January 12, 2029, Friday",National Youth Day,Modern,NORMAL
2029,"January 12, 2029, Friday",Swami Vivekananda Jayanti,Govt,NORMAL
2029,"January 13, 2029, Saturday",Lohri,Sikh,NORMAL
2029,"January 14, 2029, Sunday",Pongal,Hindu,NORMAL
2029,"January 14, 2029, Sunday",Makara Sankranti,Hindu,NORMAL
2029,"January 19, 2029, Friday",Vasant Panchami,Hindu,NORMAL
2029,"January 23, 2029, Tuesday",Subhas Chandra Bose Jayanti,Govt,NORMAL
2029,"January 26, 2029, Friday",Republic Day,Govt,NORMAL
2029,"January 30, 2029, Tuesday",Guru Ravidas Jayanti,Hindu,NORMAL
2029,"January 30, 2029, Tuesday",Gandhi Punyatithi,Govt,NORMAL
2029,"February 4, 2029, Sunday",World Cancer Day,Modern,NORMAL
2029,"February 8, 2029, Thursday",Maharishi Dayanand Saraswati Jayanti,Hindu,NORMAL
2029,"February 9, 2029, Friday",Jamat Ul-Vida,Islamic,NORMAL
2029,"February 11, 2029, Sunday",Maha Shivaratri,Hindu,NORMAL
2029,"February 14, 2029, Wednesday",Valentine's Day,Modern,NORMAL
2029,"February 15, 2029, Thursday",Ramakrishna Jayanti,Hindu,NORMAL
2029,"February 15, 2029, Thursday",Eid al-Fitr,Islamic,NORMAL
2029,"February 15, 2029, Thursday",Ramadan,Islamic,NORMAL
2029,"February 19, 2029, Monday",Chhatrapati Shivaji Maharaj Jayanti,Govt,NORMAL
2029,"February 28, 2029, Wednesday",Chhoti Holi,Hindu,NORMAL
2029,"February 28, 2029, Wednesday",Holika Dahan,Hindu,NORMAL
2029,"February 28, 2029, Wednesday",Chaitanya Mahaprabhu Jayanti,Hindu,NORMAL
2029,"March 1, 2029, Thursday",Holi,Hindu,NORMAL
2029,"March 3, 2029, Saturday",Chhatrapati Shivaji Maharaj Jayanti,Hindu,NORMAL
2029,"March 4, 2029, Sunday",Rang Panchami,Hindu,RANG_PANCHAMI
2029,"March 8, 2029, Thursday",International Women's Day,Modern,NORMAL
2029,"March 20, 2029, Tuesday",Parsi New Year,Hindu,NORMAL
2029,"March 20, 2029, Tuesday",Vernal Equinox,Hindu,NORMAL
2029,"March 23, 2029, Friday",Shaheed Diwas,Govt,NORMAL
2029,"March 30, 2029, Friday",Good Friday,Christian,NORMAL
2029,"April 1, 2029, Sunday",Bank's Holiday,Govt,NORMAL
2029,"April 1, 2029, Sunday",Easter,Christian,NORMAL
2029,"April 14, 2029, Saturday",Ugadi,Hindu,NORMAL
2029,"April 14, 2029, Saturday",Gudi Padwa,Hindu,NORMAL
2029,"April 14, 2029, Saturday",Solar New Year,Hindu,NORMAL
2029,"April 14, 2029, Saturday",Baisakhi,Sikh,NORMAL
2029,"April 14, 2029, Saturday",Ambedkar Jayanti,Govt,NORMAL
2029,"April 15, 2029, Sunday",Jhulelal Jayanti,Hindu,NORMAL
2029,"April 22, 2029, Sunday",Earth Day,Modern,NORMAL
2029,"April 23, 2029, Monday",Rama Navami,Hindu,NORMAL
2029,"April 24, 2029, Tuesday",Bakrid,Islamic,NORMAL
2029,"April 24, 2029, Tuesday",Eid al-Adha,Islamic,NORMAL
2029,"April 26, 2029, Thursday",Mahavir Swami Jayanti,Hindu,NORMAL
2029,"May 1, 2029, Tuesday",International Workers' Day,Modern,NORMAL
2029,"May 6, 2029, Sunday",World Laughter Day,Modern,NORMAL
2029,"May 7, 2029, Monday",Rabindranath Tagore Jayanti,Govt,NORMAL
2029,"May 9, 2029, Wednesday",Vallabhacharya Jayanti,Hindu,NORMAL
2029,"May 13, 2029, Sunday",Mother's Day,Modern,NORMAL
2029,"May 15, 2029, Tuesday",Islamic New Year,Islamic,NORMAL
2029,"May 15, 2029, Tuesday",Al-Hijra,Islamic,NORMAL
2029,"May 18, 2029, Friday",Shankaracharya Jayanti,Hindu,NORMAL
2029,"May 18, 2029, Friday",Surdas Jayanti,Hindu,NORMAL
2029,"May 24, 2029, Thursday",Day of Ashura,Islamic,NORMAL
2029,"May 24, 2029, Thursday",Muharram,Islamic,NORMAL
2029,"May 27, 2029, Sunday",Buddha Purnima,Hindu,NORMAL
2029,"May 31, 2029, Thursday",World No Tobacco Day,Modern,NORMAL
2029,"June 5, 2029, Tuesday",World Environment Day,Modern,NORMAL
2029,"June 15, 2029, Friday",Maharana Pratap Jayanti,Hindu,NORMAL
2029,"June 17, 2029, Sunday",Father's Day,Modern,NORMAL
2029,"June 21, 2029, Thursday",International Yoga Day,Modern,NORMAL
2029,"June 21, 2029, Thursday",Longest Day of Year,Hindu,NORMAL
2029,"June 26, 2029, Tuesday",Kabirdas Jayanti,Hindu,NORMAL
2029,"July 13, 2029, Friday",Jagannath Rathyatra,Hindu,NORMAL
2029,"July 24, 2029, Tuesday",Milad un-Nabi,Islamic,NORMAL
2029,"July 24, 2029, Tuesday",Eid-e-Milad,Islamic,NORMAL
2029,"July 25, 2029, Wednesday",Guru Purnima,Hindu,NORMAL
2029,"August 5, 2029, Sunday",Friendship Day,Modern,NORMAL
2029,"August 15, 2029, Wednesday",Independence Day,Govt,NORMAL
2029,"August 16, 2029, Thursday",Tulsidas Jayanti,Hindu,NORMAL
2029,"August 22, 2029, Wednesday",Onam,Hindu,NORMAL
2029,"August 23, 2029, Thursday",Raksha Bandhan,Hindu,NORMAL
2029,"August 23, 2029, Thursday",Rakhi,Hindu,NORMAL
2029,"September 1, 2029, Saturday",Krishna Janmashtami,Hindu,NORMAL
2029,"September 5, 2029, Wednesday",Teachers' Day,Modern,NORMAL
2029,"September 11, 2029, Tuesday",Ganesh Chaturthi,Hindu,NORMAL
2029,"September 14, 2029, Friday",Hindi Diwas,Modern,NORMAL
2029,"September 15, 2029, Saturday",Visvesvaraya Jayanti,Govt,NORMAL
2029,"September 15, 2029, Saturday",Engineer's Day,Modern,NORMAL
2029,"September 22, 2029, Saturday",Autumnal Equinox,Hindu,NORMAL
2029,"October 2, 2029, Tuesday",Gandhi Jayanti,Govt,NORMAL
2029,"October 8, 2029, Monday",Maharaja Agrasen Jayanti,Hindu,NORMAL
2029,"October 14, 2029, Sunday",Durga Ashtami,Hindu,NORMAL
2029,"October 15, 2029, Monday",Maha Navami,Hindu,NORMAL
2029,"October 16, 2029, Tuesday",Dussehra,Hindu,NORMAL
2029,"October 16, 2029, Tuesday",Madhvacharya Jayanti,Hindu,NORMAL
2029,"October 22, 2029, Monday",Valmiki Jayanti,Hindu,NORMAL
2029,"October 22, 2029, Monday",Meerabai Jayanti,Hindu,NORMAL
2029,"October 26, 2029, Friday",Karwa Chauth,Hindu,NORMAL
2029,"November 5, 2029, Monday",Lakshmi Puja,Hindu,NORMAL
2029,"November 5, 2029, Monday",Diwali,Hindu,NORMAL
2029,"November 5, 2029, Monday",Narak Chaturdashi,Hindu,NORMAL
2029,"November 6, 2029, Tuesday",Govardhan Puja,Hindu,NORMAL
2029,"November 7, 2029, Wednesday",Bhaiya Dooj,Hindu,NORMAL
2029,"November 11, 2029, Sunday",Chhath Puja,Hindu,NORMAL
2029,"November 14, 2029, Wednesday",Nehru Jayanti,Govt,NORMAL
2029,"November 14, 2029, Wednesday",Children's Day,Modern,NORMAL
2029,"November 20, 2029, Tuesday",Hazarat Ali's Birthday,Islamic,NORMAL
2029,"November 21, 2029, Wednesday",Guru Nanak Jayanti,Hindu,NORMAL
2029,"December 1, 2029, Saturday",World AIDS Day,Modern,NORMAL
2029,"December 21, 2029, Friday",Shortest Day of Year,Hindu,NORMAL
2029,"December 25, 2029, Tuesday",Merry Christmas,Christian,NORMAL
2030,"January 1, 2030, Tuesday",English New Year,Christian,NORMAL
2030,"January 10, 2030, Thursday",Guru Gobind Singh Jayanti,Hindu,NORMAL
2030,"January 12, 2030, Saturday",National Youth Day,Modern,NORMAL
2030,"January 12, 2030, Saturday",Swami Vivekananda Jayanti,Govt,NORMAL
2030,"January 13, 2030, Sunday",Lohri,Sikh,NORMAL
2030,"January 14, 2030, Monday",Makara Sankranti,Hindu,NORMAL
2030,"January 14, 2030, Monday",Pongal,Hindu,NORMAL
2030,"January 15, 2030, Tuesday",Tailang Swami Jayanti,Hindu,NORMAL
2030,"January 23, 2030, Wednesday",Subhas Chandra Bose Jayanti,Govt,NORMAL
2030,"January 26, 2030, Saturday",Republic Day,Govt,NORMAL
2030,"January 26, 2030, Saturday",Vivekananda Jayanti *Samvat,Hindu,NORMAL
2030,"January 30, 2030, Wednesday",Gandhi Punyatithi,Govt,NORMAL
2030,"February 1, 2030, Friday",Jamat Ul-Vida,Islamic,NORMAL
2030,"February 4, 2030, Monday",World Cancer Day,Modern,NORMAL
2030,"February 5, 2030, Tuesday",Eid al-Fitr,Islamic,NORMAL
2030,"February 5, 2030, Tuesday",Ramadan,Islamic,NORMAL
2030,"February 7, 2030, Thursday",Vasant Panchami,Hindu,NORMAL
2030,"February 14, 2030, Thursday",Valentine's Day,Modern,NORMAL
2030,"February 18, 2030, Monday",Guru Ravidas Jayanti,Hindu,NORMAL
2030,"February 19, 2030, Tuesday",Chhatrapati Shivaji Maharaj Jayanti,Govt,NORMAL
2030,"February 27, 2030, Wednesday",Maharishi Dayanand Saraswati Jayanti,Hindu,NORMAL
2030,"March 2, 2030, Saturday",Maha Shivaratri,Hindu,NORMAL
2030,"March 6, 2030, Wednesday",Ramakrishna Jayanti,Hindu,NORMAL
2030,"March 8, 2030, Friday",International Women's Day,Modern,NORMAL
2030,"March 19, 2030, Tuesday",Holika Dahan,Hindu,NORMAL
2030,"March 19, 2030, Tuesday",Chaitanya Mahaprabhu Jayanti,Hindu,NORMAL
2030,"March 19, 2030, Tuesday",Chhoti Holi,Hindu,NORMAL
2030,"March 20, 2030, Wednesday",Vernal Equinox,Hindu,NORMAL
2030,"March 20, 2030, Wednesday",Parsi New Year,Hindu,NORMAL
2030,"March 20, 2030, Wednesday",Holi,Hindu,NORMAL
2030,"March 22, 2030, Friday",Chhatrapati Shivaji Maharaj Jayanti,Hindu,NORMAL
2030,"March 23, 2030, Saturday",Shaheed Diwas,Govt,NORMAL
2030,"March 24, 2030, Sunday",Rang Panchami,Hindu,RANG_PANCHAMI
2030,"April 1, 2030, Monday",Bank's Holiday,Govt,NORMAL
2030,"April 3, 2030, Wednesday",Gudi Padwa,Hindu,NORMAL
2030,"April 3, 2030, Wednesday",Ugadi,Hindu,NORMAL
2030,"April 4, 2030, Thursday",Jhulelal Jayanti,Hindu,NORMAL
2030,"April 12, 2030, Friday",Rama Navami,Hindu,NORMAL
2030,"April 14, 2030, Sunday",Baisakhi,Sikh,NORMAL
2030,"April 14, 2030, Sunday",Bakrid,Islamic,NORMAL
2030,"April 14, 2030, Sunday",Eid al-Adha,Islamic,NORMAL
2030,"April 14, 2030, Sunday",Ambedkar Jayanti,Govt,NORMAL
2030,"April 14, 2030, Sunday",Solar New Year,Hindu,NORMAL
2030,"April 16, 2030, Tuesday",Mahavir Swami Jayanti,Hindu,NORMAL
2030,"April 19, 2030, Friday",Good Friday,Christian,NORMAL
2030,"April 21, 2030, Sunday",Easter,Christian,NORMAL
2030,"April 22, 2030, Monday",Earth Day,Modern,NORMAL
2030,"April 28, 2030, Sunday",Vallabhacharya Jayanti,Hindu,NORMAL
2030,"May 1, 2030, Wednesday",International Workers' Day,Modern,NORMAL
2030,"May 4, 2030, Saturday",Al-Hijra,Islamic,NORMAL
2030,"May 4, 2030, Saturday",Islamic New Year,Islamic,NORMAL
2030,"May 5, 2030, Sunday",World Laughter Day,Modern,NORMAL
2030,"May 7, 2030, Tuesday",Rabindranath Tagore Jayanti,Govt,NORMAL
2030,"May 8, 2030, Wednesday",Surdas Jayanti,Hindu,NORMAL
2030,"May 8, 2030, Wednesday",Shankaracharya Jayanti,Hindu,NORMAL
