timestamp,packet,voltage_V,pressure_kPa,pressure_MPa,status
2026-04-21T14:11:54.611384,92,2.055,38.88,0.0389,ok
2026-04-21T14:11:55.797401,93,2.056,38.9,0.0389,ok
2026-04-21T14:11:56.983447,94,2.051,38.78,0.0388,ok
2026-04-21T14:11:58.169358,95,2.054,38.85,0.0388,ok
2026-04-21T14:11:59.355313,96,2.052,38.8,0.0388,ok
2026-04-21T14:12:00.541480,97,2.053,38.82,0.0388,ok
2026-04-21T14:12:01.727815,98,2.052,38.8,0.0388,ok
2026-04-21T14:12:02.913646,99,2.055,38.88,0.0389,ok
2026-04-21T14:12:04.105334,100,2.056,38.9,0.0389,ok
2026-04-21T14:12:05.296772,101,2.055,38.88,0.0389,ok
2026-04-21T14:12:06.489554,102,2.055,38.88,0.0389,ok
2026-04-21T14:12:07.681086,103,2.052,38.8,0.0388,ok
2026-04-21T14:12:08.873021,104,2.056,38.9,0.0389,ok
2026-04-21T14:12:10.064798,105,2.06,39.0,0.039,ok
2026-04-21T14:12:11.256801,106,2.053,38.82,0.0388,ok
2026-04-21T14:12:12.448952,107,2.053,38.82,0.0388,ok
2026-04-21T14:12:13.641011,108,2.054,38.85,0.0388,ok
2026-04-21T14:12:14.833420,109,2.054,38.85,0.0388,ok
2026-04-21T14:12:16.025137,110,2.059,38.98,0.039,ok
2026-04-21T14:12:17.216890,111,2.054,38.85,0.0388,ok
2026-04-21T14:12:18.409754,112,2.051,38.78,0.0388,ok
2026-04-21T14:12:19.601658,113,2.054,38.85,0.0388,ok
2026-04-21T14:12:20.793296,114,2.056,38.9,0.0389,ok
2026-04-21T14:12:21.985231,115,2.053,38.82,0.0388,ok
2026-04-21T14:12:23.177277,116,2.052,38.8,0.0388,ok
2026-04-21T14:12:24.369283,117,2.053,38.82,0.0388,ok
2026-04-21T14:12:25.561430,118,2.056,38.9,0.0389,ok
2026-04-21T14:12:26.753288,119,2.053,38.82,0.0388,ok
2026-04-21T14:12:27.945425,120,2.051,38.78,0.0388,ok
2026-04-21T14:12:29.137411,121,2.053,38.82,0.0388,ok
2026-04-21T14:12:30.329284,122,2.049,38.73,0.0387,ok
2026-04-21T14:12:31.521853,123,2.057,38.92,0.0389,ok
2026-04-21T14:12:32.713586,124,2.057,38.92,0.0389,ok
2026-04-21T14:12:33.906918,125,2.055,38.88,0.0389,ok
2026-04-21T14:12:35.097618,126,2.058,38.95,0.0389,ok
2026-04-21T14:12:36.289689,127,2.056,38.9,0.0389,ok
2026-04-21T14:12:37.481670,128,2.056,38.9,0.0389,ok
2026-04-21T14:12:38.673879,129,2.06,39.0,0.039,ok
2026-04-21T14:12:39.865689,130,2.057,38.92,0.0389,ok
2026-04-21T14:12:41.057821,131,2.057,38.92,0.0389,ok
2026-04-21T14:12:42.249844,132,2.059,38.98,0.039,ok
2026-04-21T14:12:43.441909,133,2.053,38.82,0.0388,ok
2026-04-21T14:12:44.633972,134,2.055,38.88,0.0389,ok
2026-04-21T14:12:45.825804,135,2.057,38.92,0.0389,ok
2026-04-21T14:12:47.018164,136,2.055,38.88,0.0389,ok
2026-04-21T14:12:48.210047,137,2.056,38.9,0.0389,ok
2026-04-21T14:12:49.402058,138,2.053,38.82,0.0388,ok
2026-04-21T14:12:50.594105,139,2.059,38.98,0.039,ok
2026-04-21T14:12:51.786169,140,2.055,38.88,0.0389,ok
2026-04-21T14:12:52.978264,141,2.052,38.8,0.0388,ok
2026-04-21T14:12:54.170245,142,2.055,38.88,0.0389,ok
2026-04-21T14:12:55.362486,143,2.058,38.95,0.0389,ok
2026-04-21T14:12:56.554290,144,2.056,38.9,0.0389,ok
2026-04-21T14:12:57.746418,145,2.055,38.88,0.0389,ok
2026-04-21T14:12:58.938346,146,2.058,38.95,0.0389,ok
2026-04-21T14:13:00.130436,147,2.059,38.98,0.039,ok
2026-04-21T14:13:01.322535,148,2.058,38.95,0.0389,ok
2026-04-21T14:13:02.515081,149,2.056,38.9,0.0389,ok
2026-04-21T14:13:03.706457,150,2.057,38.92,0.0389,ok
2026-04-21T14:13:04.898483,151,2.058,38.95,0.0389,ok
2026-04-21T14:13:06.090425,152,2.056,38.9,0.0389,ok
2026-04-21T14:13:07.282580,153,2.059,38.98,0.039,ok
2026-04-21T14:13:08.474856,154,2.059,38.98,0.039,ok
2026-04-21T14:13:09.666632,155,2.059,38.98,0.039,ok
2026-04-21T14:13:10.858801,156,2.054,38.85,0.0388,ok
2026-04-21T14:13:12.050845,157,2.054,38.85,0.0388,ok
2026-04-21T14:13:13.242695,158,2.055,38.88,0.0389,ok
2026-04-21T14:13:14.434835,159,2.055,38.88,0.0389,ok
2026-04-21T14:13:15.626863,160,2.058,38.95,0.0389,ok
2026-04-21T14:13:16.818786,161,2.057,38.92,0.0389,ok
2026-04-21T14:13:18.010941,162,2.056,38.9,0.0389,ok
2026-04-21T14:13:19.202986,163,2.061,39.02,0.039,ok
2026-04-21T14:13:20.395114,164,2.056,38.9,0.0389,ok
2026-04-21T14:13:21.587063,165,2.059,38.98,0.039,ok
2026-04-21T14:13:22.779103,166,2.062,39.05,0.039,ok
2026-04-21T14:13:23.971166,167,2.055,38.88,0.0389,ok
2026-04-21T14:13:25.163093,168,2.056,38.9,0.0389,ok
2026-04-21T14:13:26.355027,169,2.056,38.9,0.0389,ok
2026-04-21T14:13:27.547167,170,2.058,38.95,0.0389,ok
2026-04-21T14:13:28.739265,171,2.055,38.88,0.0389,ok
2026-04-21T14:13:29.931271,172,2.056,38.9,0.0389,ok
2026-04-21T14:13:31.123529,173,2.06,39.0,0.039,ok
2026-04-21T14:13:32.315594,174,2.059,38.98,0.039,ok
2026-04-21T14:13:33.507415,175,2.057,38.92,0.0389,ok
2026-04-21T14:13:34.700080,176,2.064,39.1,0.0391,ok
2026-04-21T14:13:35.891487,177,2.058,38.95,0.0389,ok
2026-04-21T14:13:37.083562,178,2.055,38.88,0.0389,ok
2026-04-21T14:13:38.275539,179,2.058,38.95,0.0389,ok
2026-04-21T14:13:39.467571,180,2.059,38.98,0.039,ok
2026-04-21T14:13:40.659610,181,2.059,38.98,0.039,ok
2026-04-21T14:13:41.851902,182,2.06,39.0,0.039,ok
2026-04-21T14:13:43.043598,183,2.059,38.98,0.039,ok
2026-04-21T14:13:44.236189,184,2.063,39.08,0.0391,ok
2026-04-21T14:13:45.427766,185,2.059,38.98,0.039,ok
2026-04-21T14:13:46.619834,186,2.064,39.1,0.0391,ok
2026-04-21T14:13:47.811843,187,2.058,38.95,0.0389,ok
2026-04-21T14:13:49.003937,188,2.059,38.98,0.039,ok
2026-04-21T14:13:50.196060,189,2.058,38.95,0.0389,ok
2026-04-21T14:13:51.387819,190,2.059,38.98,0.039,ok
2026-04-21T14:13:52.579937,191,2.057,38.92,0.0389,ok
2026-04-21T14:13:53.771985,192,2.058,38.95,0.0389,ok
2026-04-21T14:13:54.964033,193,2.051,38.78,0.0388,ok
2026-04-21T14:13:56.156013,194,2.058,38.95,0.0389,ok
2026-04-21T14:13:57.348068,195,2.056,38.9,0.0389,ok
2026-04-21T14:13:58.540100,196,2.053,38.82,0.0388,ok
2026-04-21T14:13:59.732165,197,2.052,38.8,0.0388,ok
2026-04-21T14:14:00.924188,198,2.055,38.88,0.0389,ok
2026-04-21T14:14:02.116264,199,2.054,38.85,0.0388,ok
2026-04-21T14:14:03.308253,200,2.055,38.88,0.0389,ok
2026-04-21T14:14:04.500351,201,2.055,38.88,0.0389,ok
2026-04-21T14:14:05.692434,202,2.056,38.9,0.0389,ok
2026-04-21T14:14:06.884400,203,2.056,38.9,0.0389,ok
2026-04-21T14:14:08.076881,204,2.054,38.85,0.0388,ok
2026-04-21T14:14:09.267541,205,2.052,38.8,0.0388,ok
2026-04-21T14:14:10.460513,206,2.053,38.82,0.0388,ok
2026-04-21T14:14:11.652556,207,2.061,39.02,0.039,ok
2026-04-21T14:14:12.844012,208,2.057,38.92,0.0389,ok
2026-04-21T14:14:14.036682,209,2.058,38.95,0.0389,ok
2026-04-21T14:14:15.228668,210,2.057,38.92,0.0389,ok
2026-04-21T14:14:16.420678,211,2.054,38.85,0.0388,ok
2026-04-21T14:14:17.612782,212,2.058,38.95,0.0389,ok
2026-04-21T14:14:18.804302,213,2.055,38.88,0.0389,ok
2026-04-21T14:14:19.996842,214,2.053,38.82,0.0388,ok
2026-04-21T14:14:21.188957,215,2.057,38.92,0.0389,ok
2026-04-21T14:14:22.381329,216,2.058,38.95,0.0389,ok
2026-04-21T14:14:23.572958,217,2.053,38.82,0.0388,ok
2026-04-21T14:14:24.765027,218,2.057,38.92,0.0389,ok
2026-04-21T14:14:25.956738,219,2.062,39.05,0.039,ok
2026-04-21T14:14:27.149185,220,2.064,39.1,0.0391,ok
2026-04-21T14:14:28.341095,221,2.062,39.05,0.039,ok
2026-04-21T14:14:29.533138,222,2.062,39.05,0.039,ok
2026-04-21T14:14:30.725299,223,2.066,39.15,0.0391,ok
2026-04-21T14:14:31.916609,224,2.062,39.05,0.039,ok
2026-04-21T14:14:33.108440,225,2.064,39.1,0.0391,ok
2026-04-21T14:14:34.301237,226,2.057,38.92,0.0389,ok
2026-04-21T14:14:35.492464,227,2.064,39.1,0.0391,ok
2026-04-21T14:14:36.685323,228,2.062,39.05,0.039,ok
2026-04-21T14:14:37.877394,229,2.061,39.02,0.039,ok
2026-04-21T14:14:39.069391,230,2.061,39.02,0.039,ok
2026-04-21T14:14:40.261013,231,2.062,39.05,0.039,ok
2026-04-21T14:14:41.453506,232,2.058,38.95,0.0389,ok
2026-04-21T14:14:42.645525,233,2.063,39.08,0.0391,ok
2026-04-21T14:14:43.837677,234,2.056,38.9,0.0389,ok
2026-04-21T14:14:45.029601,235,2.056,38.9,0.0389,ok
2026-04-21T14:14:46.221646,236,2.047,38.68,0.0387,ok
2026-04-21T14:14:47.413742,237,2.039,38.48,0.0385,ok
2026-04-21T14:14:48.605636,238,2.053,38.82,0.0388,ok
2026-04-21T14:14:49.797313,239,2.048,38.7,0.0387,ok
2026-04-21T14:14:50.989734,240,2.051,38.78,0.0388,ok
2026-04-21T14:14:52.181894,241,2.053,38.82,0.0388,ok
2026-04-21T14:14:53.373702,242,2.054,38.85,0.0388,ok
2026-04-21T14:14:54.565285,243,2.051,38.78,0.0388,ok
2026-04-21T14:14:55.757315,244,2.045,38.62,0.0386,ok
2026-04-21T14:14:56.949381,245,2.04,38.5,0.0385,ok
2026-04-21T14:14:58.141415,246,2.04,38.5,0.0385,ok
2026-04-21T14:14:59.333665,247,2.043,38.58,0.0386,ok
2026-04-21T14:15:00.525468,248,2.051,38.78,0.0388,ok
2026-04-21T14:15:01.717433,249,2.049,38.73,0.0387,ok
2026-04-21T14:15:02.909423,250,2.049,38.73,0.0387,ok
2026-04-21T14:15:04.101858,251,2.035,38.38,0.0384,ok
2026-04-21T14:15:05.293754,252,2.041,38.52,0.0385,ok
2026-04-21T14:15:06.486185,253,2.051,38.78,0.0388,ok
2026-04-21T14:15:07.677775,254,2.052,38.8,0.0388,ok
2026-04-21T14:15:08.870671,255,2.052,38.8,0.0388,ok
2026-04-21T14:15:10.062282,256,2.041,38.52,0.0385,ok
2026-04-21T14:15:11.254305,257,2.047,38.68,0.0387,ok
2026-04-21T14:15:12.445941,258,2.042,38.55,0.0385,ok
2026-04-21T14:15:13.637942,259,2.045,38.62,0.0386,ok
2026-04-21T14:15:14.829992,260,2.045,38.62,0.0386,ok
2026-04-21T14:15:16.022101,261,2.05,38.75,0.0387,ok
2026-04-21T14:15:17.214305,262,2.05,38.75,0.0387,ok
2026-04-21T14:15:18.406371,263,2.046,38.65,0.0386,ok
2026-04-21T14:15:19.598068,264,2.047,38.68,0.0387,ok
2026-04-21T14:15:20.790079,265,2.043,38.58,0.0386,ok
2026-04-21T14:15:21.982003,266,2.056,38.9,0.0389,ok
2026-04-21T14:15:23.174972,267,2.051,38.78,0.0388,ok
2026-04-21T14:15:24.366556,268,2.051,38.78,0.0388,ok
2026-04-21T14:15:25.557972,269,2.047,38.68,0.0387,ok
2026-04-21T14:15:26.750455,270,2.047,38.68,0.0387,ok
2026-04-21T14:15:27.942688,271,2.056,38.9,0.0389,ok
2026-04-21T14:15:29.135008,272,2.05,38.75,0.0387,ok
2026-04-21T14:15:30.326447,273,2.055,38.88,0.0389,ok
2026-04-21T14:15:31.518453,274,2.049,38.73,0.0387,ok
2026-04-21T14:15:32.710604,275,2.053,38.82,0.0388,ok
2026-04-21T14:15:33.903070,276,2.056,38.9,0.0389,ok
2026-04-21T14:15:35.095128,277,2.057,38.92,0.0389,ok
2026-04-21T14:15:36.286537,278,2.059,38.98,0.039,ok
2026-04-21T14:15:37.478595,279,2.056,38.9,0.0389,ok
2026-04-21T14:15:38.670322,280,2.058,38.95,0.0389,ok
2026-04-21T14:15:39.862535,281,2.061,39.02,0.039,ok
2026-04-21T14:15:41.056248,282,2.062,39.05,0.039,ok
2026-04-21T14:15:42.246773,283,2.062,39.05,0.039,ok
2026-04-21T14:15:43.439194,284,2.068,39.2,0.0392,ok
2026-04-21T14:15:44.630694,285,2.065,39.12,0.0391,ok
2026-04-21T14:15:45.822692,286,2.065,39.12,0.0391,ok
2026-04-21T14:15:47.014623,287,2.059,38.98,0.039,ok
2026-04-21T14:15:48.206776,288,2.065,39.12,0.0391,ok
2026-04-21T14:15:49.399562,289,2.065,39.12,0.0391,ok
2026-04-21T14:15:50.591532,290,2.062,39.05,0.039,ok
2026-04-21T14:15:51.783616,291,2.059,38.98,0.039,ok
2026-04-21T14:15:52.975122,292,2.068,39.2,0.0392,ok
2026-04-21T14:15:54.167207,293,2.062,39.05,0.039,ok
2026-04-21T14:15:55.359125,294,2.062,39.05,0.039,ok
2026-04-21T14:15:56.551077,295,2.061,39.02,0.039,ok
2026-04-21T14:15:57.743048,296,2.061,39.02,0.039,ok
2026-04-21T14:15:58.935587,297,2.061,39.02,0.039,ok
2026-04-21T14:16:00.127662,298,2.062,39.05,0.039,ok
2026-04-21T14:16:01.319348,299,2.06,39.0,0.039,ok
2026-04-21T14:16:02.511785,300,2.061,39.02,0.039,ok
2026-04-21T14:16:03.703406,301,2.061,39.02,0.039,ok
2026-04-21T14:16:04.895649,302,2.062,39.05,0.039,ok
2026-04-21T14:16:06.087604,303,2.067,39.18,0.0392,ok
2026-04-21T14:16:07.279873,304,2.059,38.98,0.039,ok
2026-04-21T14:16:08.471736,305,2.064,39.1,0.0391,ok
2026-04-21T14:16:09.664143,306,2.061,39.02,0.039,ok
2026-04-21T14:16:10.855676,307,2.062,39.05,0.039,ok
2026-04-21T14:16:12.047523,308,2.062,39.05,0.039,ok
2026-04-21T14:16:13.240398,309,2.063,39.08,0.0391,ok
2026-04-21T14:16:14.432268,310,2.062,39.05,0.039,ok
2026-04-21T14:16:15.624114,311,2.061,39.02,0.039,ok
2026-04-21T14:16:16.816450,312,2.06,39.0,0.039,ok
2026-04-21T14:16:18.007944,313,2.06,39.0,0.039,ok
2026-04-21T14:16:19.199928,314,2.062,39.05,0.039,ok
2026-04-21T14:16:20.392550,315,2.06,39.0,0.039,ok
2026-04-21T14:16:21.584610,316,2.057,38.92,0.0389,ok
2026-04-21T14:16:22.775854,317,2.064,39.1,0.0391,ok
2026-04-21T14:16:23.968171,318,2.061,39.02,0.039,ok
2026-04-21T14:16:25.160669,319,2.061,39.02,0.039,ok
2026-04-21T14:16:26.352198,320,2.063,39.08,0.0391,ok
2026-04-21T14:16:27.544161,321,2.062,39.05,0.039,ok
2026-04-21T14:16:28.736519,322,2.064,39.1,0.0391,ok
2026-04-21T14:16:29.928090,323,2.059,38.98,0.039,ok
2026-04-21T14:16:31.120042,324,2.061,39.02,0.039,ok
2026-04-21T14:16:32.312795,325,2.061,39.02,0.039,ok
2026-04-21T14:16:33.504353,326,2.06,39.0,0.039,ok
2026-04-21T14:16:34.696911,327,2.061,39.02,0.039,ok
2026-04-21T14:16:35.888905,328,2.062,39.05,0.039,ok
2026-04-21T14:16:37.080328,329,2.062,39.05,0.039,ok
2026-04-21T14:16:38.273101,330,2.059,38.98,0.039,ok
2026-04-21T14:16:39.464866,331,2.064,39.1,0.0391,ok
2026-04-21T14:16:40.657108,332,2.061,39.02,0.039,ok
2026-04-21T14:16:41.849217,333,2.061,39.02,0.039,ok
2026-04-21T14:16:43.040615,334,2.062,39.05,0.039,ok
2026-04-21T14:16:44.232733,335,2.061,39.02,0.039,ok
2026-04-21T14:16:45.425227,336,2.059,38.98,0.039,ok
2026-04-21T14:16:46.616573,337,2.06,39.0,0.039,ok
2026-04-21T14:16:47.809443,338,2.061,39.02,0.039,ok
2026-04-21T14:16:49.001021,339,2.055,38.88,0.0389,ok
2026-04-21T14:16:50.192782,340,2.056,38.9,0.0389,ok
2026-04-21T14:16:51.384744,341,2.062,39.05,0.039,ok
2026-04-21T14:16:52.576779,342,2.064,39.1,0.0391,ok
2026-04-21T14:16:53.768972,343,2.059,38.98,0.039,ok
2026-04-21T14:16:54.961006,344,2.055,38.88,0.0389,ok
2026-04-21T14:16:56.153200,345,2.061,39.02,0.039,ok
2026-04-21T14:16:57.344852,346,2.062,39.05,0.039,ok
2026-04-21T14:16:58.537019,347,2.063,39.08,0.0391,ok
2026-04-21T14:16:59.729762,348,2.061,39.02,0.039,ok
2026-04-21T14:17:00.921710,349,2.062,39.05,0.039,ok
2026-04-21T14:17:02.113713,350,2.062,39.05,0.039,ok
2026-04-21T14:17:03.306037,351,2.064,39.1,0.0391,ok
2026-04-21T14:17:04.497798,352,2.061,39.02,0.039,ok
2026-04-21T14:17:05.689270,353,2.06,39.0,0.039,ok
